B23025_001E,B23025_001EA,B23025_001M,B23025_001MA,B23025_002E,B23025_002EA,B23025_002M,B23025_002MA,B23025_003E,B23025_003EA,B23025_003M,B23025_003MA,B23025_004E,B23025_004EA,B23025_004M,B23025_004MA,B23025_005E,B23025_005EA,B23025_005M,B23025_005MA,B23025_006E,B23025_006EA,B23025_006M,B23025_006MA,B23025_007E,B23025_007EA,B23025_007M,B23025_007MA,GEO_ID,NAME,state,zip code tabulation area
3444,,447,,1845,,342,,1845,,342,,1674,,354,,171,,100,,0,,14,,1599,,280,,8600000US75656,ZCTA5 75656,48,75656
935,,189,,488,,137,,488,,137,,479,,137,,9,,10,,0,,14,,447,,99,,8600000US75667,ZCTA5 75667,48,75667
13081,,777,,7127,,587,,7127,,587,,6729,,566,,398,,161,,0,,21,,5954,,509,,8600000US75672,ZCTA5 75672,48,75672
991,,211,,654,,180,,654,,180,,650,,179,,4,,6,,0,,14,,337,,98,,8600000US77873,ZCTA5 77873,48,77873
32983,,909,,21322,,846,,21320,,845,,19852,,846,,1468,,316,,2,,9,,11661,,711,,8600000US77901,ZCTA5 77901,48,77901
10826,,791,,4890,,540,,4890,,540,,4281,,494,,609,,256,,0,,21,,5936,,562,,8600000US77422,ZCTA5 77422,48,77422
2106,,527,,1210,,340,,1210,,340,,1105,,327,,105,,103,,0,,14,,896,,360,,8600000US77426,ZCTA5 77426,48,77426
10312,,732,,6552,,677,,6549,,677,,6209,,661,,340,,178,,3,,5,,3760,,389,,8600000US77445,ZCTA5 77445,48,77445
37961,,1263,,28345,,1212,,28345,,1212,,27275,,1207,,1070,,233,,0,,32,,9616,,749,,8600000US77081,ZCTA5 77081,48,77081
13399,,781,,7471,,646,,7471,,646,,6476,,623,,995,,212,,0,,21,,5928,,543,,8600000US77028,ZCTA5 77028,48,77028
13660,,841,,9816,,764,,9736,,750,,9041,,668,,695,,267,,80,,71,,3844,,513,,8600000US77058,ZCTA5 77058,48,77058
22507,,911,,14188,,763,,14188,,763,,13424,,744,,764,,216,,0,,25,,8319,,537,,8600000US77023,ZCTA5 77023,48,77023
33546,,1138,,18454,,885,,18454,,885,,17576,,903,,878,,206,,0,,29,,15092,,886,,8600000US77093,ZCTA5 77093,48,77093
4236,,343,,2069,,319,,2069,,319,,1936,,301,,133,,73,,0,,19,,2167,,270,,8600000US77360,ZCTA5 77360,48,77360
33358,,1309,,24731,,1109,,24690,,1094,,23378,,1040,,1312,,272,,41,,55,,8627,,882,,8600000US77042,ZCTA5 77042,48,77042
14082,,1039,,8482,,811,,8460,,814,,8101,,814,,359,,155,,22,,34,,5600,,626,,8600000US77302,ZCTA5 77302,48,77302
2122,,394,,1295,,321,,1295,,321,,1211,,277,,84,,77,,0,,14,,827,,185,,8600000US77420,ZCTA5 77420,48,77420
39085,,1069,,27659,,874,,27622,,878,,26101,,873,,1521,,329,,37,,55,,11426,,824,,8600000US77388,ZCTA5 77388,48,77388
2058,,469,,1154,,352,,1154,,352,,1056,,298,,98,,81,,0,,14,,904,,234,,8600000US77417,ZCTA5 77417,48,77417
19545,,855,,13405,,669,,13405,,669,,12920,,649,,485,,195,,0,,25,,6140,,617,,8600000US77043,ZCTA5 77043,48,77043
43186,,1732,,29861,,1428,,29854,,1428,,27401,,1320,,2453,,524,,7,,12,,13325,,1014,,8600000US77089,ZCTA5 77089,48,77089
11599,,726,,7308,,642,,7308,,642,,6845,,618,,463,,157,,0,,21,,4291,,601,,8600000US77591,ZCTA5 77591,48,77591
9699,,615,,5281,,535,,5281,,535,,4870,,514,,411,,178,,0,,21,,4418,,483,,8600000US77703,ZCTA5 77703,48,77703
22588,,1128,,12412,,766,,12412,,766,,10657,,749,,1755,,359,,0,,29,,10176,,826,,8600000US77033,ZCTA5 77033,48,77033
38128,,1525,,26577,,1517,,26577,,1517,,25253,,1464,,1324,,332,,0,,29,,11551,,1018,,8600000US77064,ZCTA5 77064,48,77064
39323,,1816,,26244,,1507,,26244,,1507,,24435,,1503,,1809,,327,,0,,32,,13079,,1069,,8600000US77099,ZCTA5 77099,48,77099
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US77201,ZCTA5 77201,48,77201
10595,,1021,,5696,,675,,5696,,675,,5326,,697,,370,,196,,0,,21,,4899,,694,,8600000US77328,ZCTA5 77328,48,77328
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US77342,ZCTA5 77342,48,77342
100,,66,,49,,48,,49,,48,,32,,26,,17,,28,,0,,14,,51,,35,,8600000US77350,ZCTA5 77350,48,77350
28705,,1466,,18916,,1209,,18893,,1202,,17715,,1097,,1178,,490,,23,,38,,9789,,942,,8600000US77377,ZCTA5 77377,48,77377
37605,,1706,,24466,,1465,,24408,,1459,,23736,,1438,,672,,288,,58,,76,,13139,,1160,,8600000US77406,ZCTA5 77406,48,77406
43019,,2283,,31005,,1950,,30865,,1930,,29297,,1955,,1568,,625,,140,,207,,12014,,1624,,8600000US77407,ZCTA5 77407,48,77407
34,,53,,14,,23,,14,,23,,14,,23,,0,,14,,0,,14,,20,,31,,8600000US77436,ZCTA5 77436,48,77436
171,,125,,113,,80,,113,,80,,113,,80,,0,,14,,0,,14,,58,,49,,8600000US77453,ZCTA5 77453,48,77453
16,,27,,7,,12,,7,,12,,7,,12,,0,,14,,0,,14,,9,,15,,8600000US77460,ZCTA5 77460,48,77460
40119,,1572,,26953,,1290,,26940,,1291,,25325,,1190,,1615,,466,,13,,20,,13166,,936,,8600000US77498,ZCTA5 77498,48,77498
16666,,780,,12008,,875,,12008,,875,,11359,,823,,649,,287,,0,,25,,4658,,567,,8600000US77523,ZCTA5 77523,48,77523
614,,160,,351,,106,,326,,115,,290,,129,,36,,58,,25,,37,,263,,102,,8600000US77580,ZCTA5 77580,48,77580
479,,300,,135,,104,,135,,104,,135,,104,,0,,14,,0,,14,,344,,232,,8600000US77661,ZCTA5 77661,48,77661
96,,77,,73,,74,,73,,74,,68,,73,,5,,7,,0,,14,,23,,20,,8600000US77976,ZCTA5 77976,48,77976
164,,74,,97,,52,,97,,52,,94,,52,,3,,4,,0,,14,,67,,37,,8600000US77987,ZCTA5 77987,48,77987
95,,88,,53,,42,,53,,42,,32,,24,,21,,33,,0,,14,,42,,49,,8600000US77993,ZCTA5 77993,48,77993
9473,,929,,5648,,581,,5648,,581,,5230,,566,,418,,178,,0,,21,,3825,,561,,8600000US77032,ZCTA5 77032,48,77032
23433,,1125,,15018,,822,,15018,,822,,13668,,828,,1350,,299,,0,,29,,8415,,732,,8600000US77053,ZCTA5 77053,48,77053
19350,,903,,13646,,739,,13646,,739,,13182,,749,,464,,167,,0,,25,,5704,,591,,8600000US77056,ZCTA5 77056,48,77056
29558,,1039,,20954,,972,,20943,,971,,19695,,968,,1248,,334,,11,,20,,8604,,617,,8600000US77065,ZCTA5 77065,48,77065
15395,,896,,10212,,818,,10163,,810,,9677,,836,,486,,207,,49,,86,,5183,,562,,8600000US77069,ZCTA5 77069,48,77069
41411,,1628,,29047,,1428,,29047,,1428,,27387,,1400,,1660,,434,,0,,32,,12364,,1010,,8600000US77070,ZCTA5 77070,48,77070
31443,,1360,,11420,,956,,11389,,949,,10992,,936,,397,,168,,31,,39,,20023,,1441,,8600000US77320,ZCTA5 77320,48,77320
21485,,743,,12736,,623,,12736,,623,,12203,,588,,533,,177,,0,,25,,8749,,632,,8600000US77345,ZCTA5 77345,48,77345
7760,,476,,4848,,437,,4754,,432,,4478,,416,,276,,101,,94,,64,,2912,,267,,8600000US78362,ZCTA5 78362,48,78362
32589,,2056,,17426,,1272,,17426,,1272,,16215,,1205,,1211,,344,,0,,29,,15163,,1317,,8600000US78537,ZCTA5 78537,48,78537
3373,,533,,1788,,342,,1788,,342,,1602,,374,,186,,128,,0,,14,,1585,,420,,8600000US78560,ZCTA5 78560,48,78560
3338,,292,,1256,,205,,1256,,205,,1218,,205,,38,,46,,0,,14,,2082,,247,,8600000US78562,ZCTA5 78562,48,78562
3269,,314,,1571,,251,,1571,,251,,1400,,231,,171,,89,,0,,14,,1698,,306,,8600000US78569,ZCTA5 78569,48,78569
4565,,821,,2905,,540,,2905,,540,,2625,,525,,280,,209,,0,,19,,1660,,482,,8600000US78579,ZCTA5 78579,48,78579
13967,,566,,7284,,509,,7284,,509,,6393,,465,,891,,218,,0,,21,,6683,,540,,8600000US78584,ZCTA5 78584,48,78584
46584,,1811,,26932,,1261,,26878,,1270,,25628,,1230,,1250,,312,,54,,80,,19652,,1318,,8600000US78596,ZCTA5 78596,48,78596
52943,,1534,,37949,,1547,,37849,,1551,,36262,,1331,,1587,,432,,100,,62,,14994,,921,,8600000US78641,ZCTA5 78641,48,78641
2245,,481,,1436,,304,,1436,,304,,1433,,304,,3,,5,,0,,14,,809,,291,,8600000US78655,ZCTA5 78655,48,78655
251,,74,,127,,58,,127,,58,,123,,57,,4,,7,,0,,14,,124,,58,,8600000US78661,ZCTA5 78661,48,78661
4996,,723,,3001,,469,,2980,,465,,2851,,460,,129,,87,,21,,34,,1995,,393,,8600000US78605,ZCTA5 78605,48,78605
10416,,653,,6030,,537,,6030,,537,,5851,,533,,179,,130,,0,,21,,4386,,601,,8600000US78611,ZCTA5 78611,48,78611
3476,,427,,2546,,367,,2546,,367,,2515,,348,,31,,54,,0,,14,,930,,178,,8600000US78619,ZCTA5 78619,48,78619
6604,,408,,3698,,443,,3698,,443,,3596,,441,,102,,75,,0,,19,,2906,,410,,8600000US78648,ZCTA5 78648,48,78648
16961,,1185,,12384,,995,,12361,,990,,11599,,938,,762,,261,,23,,33,,4577,,545,,8600000US78653,ZCTA5 78653,48,78653
23933,,1024,,18645,,940,,18645,,940,,17791,,893,,854,,268,,0,,25,,5288,,779,,8600000US78729,ZCTA5 78729,48,78729
1719,,405,,958,,369,,958,,369,,944,,368,,14,,22,,0,,14,,761,,159,,8600000US78638,ZCTA5 78638,48,78638
297,,114,,155,,84,,155,,84,,150,,84,,5,,5,,0,,14,,142,,47,,8600000US78618,ZCTA5 78618,48,78618
13861,,774,,9230,,637,,9230,,637,,9008,,634,,222,,92,,0,,21,,4631,,505,,8600000US78620,ZCTA5 78620,48,78620
9233,,348,,5391,,353,,5391,,353,,5196,,338,,195,,92,,0,,21,,3842,,307,,8600000US78629,ZCTA5 78629,48,78629
9401,,480,,5743,,416,,5743,,416,,5428,,433,,315,,153,,0,,21,,3658,,332,,8600000US78645,ZCTA5 78645,48,78645
1288,,263,,922,,219,,922,,219,,841,,200,,81,,51,,0,,14,,366,,93,,8600000US78650,ZCTA5 78650,48,78650
1876,,463,,1316,,402,,1316,,402,,1290,,404,,26,,46,,0,,14,,560,,179,,8600000US78662,ZCTA5 78662,48,78662
1443,,264,,942,,224,,942,,224,,921,,222,,21,,24,,0,,14,,501,,108,,8600000US78719,ZCTA5 78719,48,78719
28232,,907,,21059,,904,,21049,,904,,20376,,878,,673,,181,,10,,15,,7173,,587,,8600000US78723,ZCTA5 78723,48,78723
2811,,452,,1650,,299,,1650,,299,,1552,,286,,98,,64,,0,,14,,1161,,248,,8600000US78010,ZCTA5 78010,48,78010
4977,,394,,2451,,385,,2451,,385,,2382,,379,,69,,57,,0,,19,,2526,,463,,8600000US78014,ZCTA5 78014,48,78014
24103,,985,,16061,,760,,15939,,745,,15186,,729,,753,,236,,122,,70,,8042,,618,,8600000US78023,ZCTA5 78023,48,78023
4083,,532,,2401,,440,,2401,,440,,2235,,409,,166,,96,,0,,14,,1682,,254,,8600000US78025,ZCTA5 78025,48,78025
10177,,497,,4886,,531,,4886,,531,,4748,,521,,138,,120,,0,,21,,5291,,439,,8600000US78061,ZCTA5 78061,48,78061
6513,,731,,3894,,548,,3889,,547,,3666,,558,,223,,102,,5,,9,,2619,,313,,8600000US78073,ZCTA5 78073,48,78073
12247,,585,,8005,,518,,7988,,510,,7800,,496,,188,,80,,17,,26,,4242,,431,,8600000US78738,ZCTA5 78738,48,78738
603,,229,,414,,175,,414,,175,,394,,169,,20,,34,,0,,14,,189,,106,,8600000US78067,ZCTA5 78067,48,78067
426,,117,,260,,87,,260,,87,,247,,84,,13,,13,,0,,14,,166,,69,,8600000US78072,ZCTA5 78072,48,78072
269,,118,,100,,60,,100,,60,,100,,60,,0,,14,,0,,14,,169,,83,,8600000US78116,ZCTA5 78116,48,78116
16992,,433,,10918,,615,,10569,,612,,10061,,623,,508,,176,,349,,81,,6074,,471,,8600000US78148,ZCTA5 78148,48,78148
1241,,303,,603,,170,,603,,170,,583,,170,,20,,31,,0,,14,,638,,201,,8600000US78024,ZCTA5 78024,48,78024
17732,,1278,,11988,,963,,11988,,963,,11247,,957,,741,,273,,0,,25,,5744,,674,,8600000US78724,ZCTA5 78724,48,78724
25651,,881,,19304,,839,,19304,,839,,18349,,814,,955,,313,,0,,29,,6347,,529,,8600000US78727,ZCTA5 78727,48,78727
5682,,561,,4165,,495,,4165,,495,,3907,,503,,258,,121,,0,,19,,1517,,293,,8600000US79382,ZCTA5 79382,48,79382
14317,,673,,8781,,641,,8781,,641,,8360,,597,,421,,233,,0,,21,,5536,,633,,8600000US79415,ZCTA5 79415,48,79415
1073,,265,,692,,222,,692,,222,,692,,222,,0,,14,,0,,14,,381,,157,,8600000US79508,ZCTA5 79508,48,79508
6331,,305,,2438,,348,,2438,,348,,2346,,351,,92,,78,,0,,19,,3893,,459,,8600000US79512,ZCTA5 79512,48,79512
185,,70,,112,,59,,112,,59,,112,,59,,0,,14,,0,,14,,73,,31,,8600000US79527,ZCTA5 79527,48,79527
601,,202,,402,,147,,402,,147,,354,,131,,48,,51,,0,,14,,199,,85,,8600000US79532,ZCTA5 79532,48,79532
90,,38,,77,,36,,77,,36,,72,,34,,5,,6,,0,,14,,13,,14,,8600000US79540,ZCTA5 79540,48,79540
742,,288,,471,,267,,471,,267,,420,,284,,51,,81,,0,,14,,271,,144,,8600000US79541,ZCTA5 79541,48,79541
23190,,1231,,15461,,1049,,15461,,1049,,14601,,1030,,860,,203,,0,,29,,7729,,695,,8600000US79701,ZCTA5 79701,48,79701
206,,94,,115,,72,,115,,72,,113,,72,,2,,4,,0,,14,,91,,43,,8600000US79748,ZCTA5 79748,48,79748
73,,31,,33,,20,,33,,20,,33,,20,,0,,14,,0,,14,,40,,20,,8600000US79754,ZCTA5 79754,48,79754
239,,89,,159,,74,,159,,74,,159,,74,,0,,14,,0,,14,,80,,55,,8600000US79783,ZCTA5 79783,48,79783
378,,143,,185,,81,,185,,81,,178,,75,,7,,14,,0,,14,,193,,105,,8600000US79842,ZCTA5 79842,48,79842
41288,,1270,,22974,,1091,,22802,,1103,,21007,,1092,,1795,,376,,172,,209,,18314,,975,,8600000US79907,ZCTA5 79907,48,79907
2594,,175,,1552,,142,,1552,,142,,1514,,141,,38,,27,,0,,14,,1042,,163,,8600000US79567,ZCTA5 79567,48,79567
422,,133,,229,,85,,229,,85,,229,,85,,0,,14,,0,,14,,193,,71,,8600000US79719,ZCTA5 79719,48,79719
138,,91,,86,,58,,86,,58,,86,,58,,0,,14,,0,,14,,52,,38,,8600000US79730,ZCTA5 79730,48,79730
7286,,222,,4379,,265,,4379,,265,,4076,,263,,303,,120,,0,,19,,2907,,257,,8600000US79756,ZCTA5 79756,48,79756
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US79759,ZCTA5 79759,48,79759
21557,,1166,,12698,,863,,12585,,872,,11858,,877,,727,,226,,113,,74,,8859,,620,,8600000US78239,ZCTA5 78239,48,78239
42669,,1349,,30934,,1081,,30320,,1112,,28783,,1089,,1537,,336,,614,,179,,11735,,900,,8600000US78254,ZCTA5 78254,48,78254
12417,,684,,8801,,617,,8650,,614,,8373,,603,,277,,92,,151,,109,,3616,,430,,8600000US78261,ZCTA5 78261,48,78261
5500,,530,,3121,,397,,3043,,372,,2918,,350,,125,,125,,78,,100,,2379,,359,,8600000US78266,ZCTA5 78266,48,78266
21999,,706,,12351,,674,,12351,,674,,11698,,645,,653,,203,,0,,25,,9648,,606,,8600000US78332,ZCTA5 78332,48,78332
218,,98,,62,,43,,62,,43,,62,,43,,0,,14,,0,,14,,156,,76,,8600000US78353,ZCTA5 78353,48,78353
15627,,1169,,8701,,966,,8701,,966,,8144,,921,,557,,248,,0,,25,,6926,,853,,8600000US78503,ZCTA5 78503,48,78503
53666,,1331,,30044,,1080,,30044,,1080,,28549,,1059,,1495,,309,,0,,32,,23622,,1037,,8600000US78577,ZCTA5 78577,48,78577
526,,171,,257,,93,,257,,93,,252,,94,,5,,8,,0,,14,,269,,125,,8600000US78932,ZCTA5 78932,48,78932
115,,70,,51,,48,,51,,48,,44,,37,,7,,15,,0,,14,,64,,48,,8600000US78885,ZCTA5 78885,48,78885
846,,298,,503,,234,,503,,234,,471,,226,,32,,37,,0,,14,,343,,130,,8600000US78870,ZCTA5 78870,48,78870
1591,,312,,650,,187,,650,,187,,580,,165,,70,,88,,0,,14,,941,,205,,8600000US78881,ZCTA5 78881,48,78881
894,,212,,571,,180,,571,,180,,563,,176,,8,,14,,0,,14,,323,,105,,8600000US78884,ZCTA5 78884,48,78884
5217,,514,,3006,,425,,3006,,425,,3002,,425,,4,,8,,0,,19,,2211,,281,,8600000US78934,ZCTA5 78934,48,78934
1094,,319,,599,,255,,599,,255,,567,,247,,32,,36,,0,,14,,495,,190,,8600000US78935,ZCTA5 78935,48,78935
33904,,1582,,15411,,1022,,15404,,1022,,14163,,959,,1241,,260,,7,,11,,18493,,1220,,8600000US78705,ZCTA5 78705,48,78705
36361,,1047,,26854,,1048,,26840,,1051,,25836,,984,,1004,,235,,14,,23,,9507,,539,,8600000US78759,ZCTA5 78759,48,78759
269,,135,,119,,80,,119,,80,,102,,76,,17,,27,,0,,14,,150,,102,,8600000US78563,ZCTA5 78563,48,78563
15546,,861,,8553,,705,,8553,,705,,8355,,690,,198,,99,,0,,21,,6993,,594,,8600000US78133,ZCTA5 78133,48,78133
34405,,1378,,22154,,1030,,21959,,1024,,21161,,946,,798,,254,,195,,75,,12251,,1038,,8600000US78258,ZCTA5 78258,48,78258
14677,,865,,8836,,645,,8809,,647,,8420,,627,,389,,126,,27,,33,,5841,,572,,8600000US78404,ZCTA5 78404,48,78404
11514,,429,,6251,,445,,6251,,445,,5352,,491,,899,,263,,0,,21,,5263,,413,,8600000US78580,ZCTA5 78580,48,78580
7585,,588,,3764,,525,,3747,,528,,3472,,539,,275,,252,,17,,28,,3821,,364,,8600000US78639,ZCTA5 78639,48,78639
28433,,958,,17197,,786,,17087,,802,,16301,,779,,786,,205,,110,,58,,11236,,982,,8600000US78628,ZCTA5 78628,48,78628
17007,,907,,13020,,794,,12981,,799,,12480,,742,,501,,275,,39,,48,,3987,,533,,8600000US78728,ZCTA5 78728,48,78728
8207,,933,,5580,,799,,5580,,799,,5392,,764,,188,,99,,0,,21,,2627,,382,,8600000US78736,ZCTA5 78736,48,78736
25188,,1029,,17836,,848,,17836,,848,,16901,,877,,935,,243,,0,,29,,7352,,705,,8600000US78750,ZCTA5 78750,48,78750
46798,,1692,,34567,,1491,,34551,,1492,,32939,,1493,,1612,,366,,16,,20,,12231,,959,,8600000US78753,ZCTA5 78753,48,78753
914,,262,,479,,187,,479,,187,,391,,157,,88,,92,,0,,14,,435,,163,,8600000US78827,ZCTA5 78827,48,78827
3198,,149,,1254,,278,,1236,,276,,1202,,281,,34,,35,,18,,32,,1944,,297,,8600000US78832,ZCTA5 78832,48,78832
6855,,414,,3690,,389,,3690,,389,,3389,,403,,301,,155,,0,,19,,3165,,458,,8600000US78839,ZCTA5 78839,48,78839
10850,,604,,5283,,524,,5283,,524,,5151,,520,,132,,75,,0,,21,,5567,,524,,8600000US78861,ZCTA5 78861,48,78861
246,,97,,154,,60,,154,,60,,154,,60,,0,,14,,0,,14,,92,,53,,8600000US78938,ZCTA5 78938,48,78938
274,,162,,174,,149,,174,,149,,174,,149,,0,,14,,0,,14,,100,,65,,8600000US78943,ZCTA5 78943,48,78943
8598,,506,,5054,,465,,5054,,465,,4875,,466,,179,,146,,0,,21,,3544,,347,,8600000US78945,ZCTA5 78945,48,78945
882,,211,,593,,155,,593,,155,,593,,155,,0,,14,,0,,14,,289,,115,,8600000US78963,ZCTA5 78963,48,78963
195,,98,,108,,56,,108,,56,,108,,56,,0,,14,,0,,14,,87,,63,,8600000US78837,ZCTA5 78837,48,78837
2352,,312,,1100,,221,,1100,,221,,1069,,223,,31,,29,,0,,14,,1252,,231,,8600000US78941,ZCTA5 78941,48,78941
490,,151,,246,,110,,246,,110,,245,,111,,1,,2,,0,,14,,244,,107,,8600000US78944,ZCTA5 78944,48,78944
1568,,350,,856,,240,,856,,240,,856,,240,,0,,14,,0,,14,,712,,200,,8600000US78950,ZCTA5 78950,48,78950
11439,,530,,7539,,469,,7486,,460,,7224,,445,,262,,106,,53,,57,,3900,,399,,8600000US78248,ZCTA5 78248,48,78248
41330,,1566,,21640,,1272,,21640,,1272,,19401,,1125,,2239,,428,,0,,32,,19690,,1001,,8600000US78207,ZCTA5 78207,48,78207
38292,,1554,,24762,,1238,,24403,,1237,,23417,,1201,,986,,299,,359,,148,,13530,,1178,,8600000US78233,ZCTA5 78233,48,78233
24891,,1046,,15893,,885,,15886,,886,,14481,,870,,1405,,311,,7,,11,,8998,,581,,8600000US78242,ZCTA5 78242,48,78242
47817,,1443,,34697,,1410,,33903,,1424,,32156,,1341,,1747,,421,,794,,217,,13120,,1048,,8600000US78251,ZCTA5 78251,48,78251
10675,,810,,7276,,573,,7225,,568,,6986,,559,,239,,113,,51,,45,,3399,,424,,8600000US78255,ZCTA5 78255,48,78255
3901,,599,,2635,,549,,2635,,549,,2458,,522,,177,,120,,0,,14,,1266,,257,,8600000US78263,ZCTA5 78263,48,78263
676,,187,,342,,109,,342,,109,,329,,107,,13,,16,,0,,14,,334,,106,,8600000US78330,ZCTA5 78330,48,78330
314,,135,,141,,73,,141,,73,,141,,73,,0,,14,,0,,14,,173,,74,,8600000US78351,ZCTA5 78351,48,78351
616,,227,,196,,177,,196,,177,,180,,170,,16,,24,,0,,14,,420,,148,,8600000US78358,ZCTA5 78358,48,78358
7052,,637,,4181,,522,,4181,,522,,3789,,470,,392,,151,,0,,19,,2871,,402,,8600000US78387,ZCTA5 78387,48,78387
8527,,750,,4920,,558,,4920,,558,,4825,,558,,95,,59,,0,,21,,3607,,520,,8600000US78408,ZCTA5 78408,48,78408
2078,,249,,1359,,219,,1359,,219,,1288,,214,,71,,44,,0,,14,,719,,136,,8600000US78409,ZCTA5 78409,48,78409
12141,,811,,6651,,653,,6651,,653,,6148,,660,,503,,186,,0,,21,,5490,,734,,8600000US78416,ZCTA5 78416,48,78416
6422,,731,,3651,,625,,3651,,625,,3470,,631,,181,,139,,0,,19,,2771,,466,,8600000US78543,ZCTA5 78543,48,78543
10100,,468,,6142,,462,,6142,,462,,5571,,440,,571,,198,,0,,21,,3958,,466,,8600000US78557,ZCTA5 78557,48,78557
5570,,514,,2580,,450,,2580,,450,,2455,,430,,125,,76,,0,,19,,2990,,459,,8600000US78583,ZCTA5 78583,48,78583
442,,207,,268,,174,,268,,174,,268,,174,,0,,14,,0,,14,,174,,90,,8600000US78608,ZCTA5 78608,48,78608
199,,85,,139,,71,,139,,71,,139,,71,,0,,14,,0,,14,,60,,47,,8600000US78622,ZCTA5 78622,48,78622
18530,,499,,10974,,543,,10955,,545,,10431,,468,,524,,261,,19,,29,,7556,,455,,8600000US78624,ZCTA5 78624,48,78624
25370,,994,,19446,,955,,19415,,956,,18121,,942,,1294,,386,,31,,48,,5924,,707,,8600000US78634,ZCTA5 78634,48,78634
2166,,513,,1280,,369,,1280,,369,,1264,,369,,16,,21,,0,,14,,886,,250,,8600000US78659,ZCTA5 78659,48,78659
9555,,744,,6834,,627,,6834,,627,,6456,,566,,378,,280,,0,,21,,2721,,396,,8600000US78642,ZCTA5 78642,48,78642
28733,,1261,,19466,,1119,,19405,,1122,,18189,,1029,,1216,,422,,61,,58,,9267,,958,,8600000US78626,ZCTA5 78626,48,78626
858,,267,,542,,174,,542,,174,,538,,173,,4,,7,,0,,14,,316,,145,,8600000US78632,ZCTA5 78632,48,78632
3080,,337,,1746,,279,,1746,,279,,1679,,282,,67,,52,,0,,14,,1334,,239,,8600000US78636,ZCTA5 78636,48,78636
5327,,310,,2689,,297,,2689,,297,,2551,,279,,138,,92,,0,,19,,2638,,293,,8600000US78643,ZCTA5 78643,48,78643
4672,,787,,3147,,559,,3147,,559,,3070,,554,,77,,69,,0,,19,,1525,,385,,8600000US78652,ZCTA5 78652,48,78652
43351,,1536,,31533,,1475,,31476,,1472,,29992,,1423,,1484,,440,,57,,45,,11818,,737,,8600000US78681,ZCTA5 78681,48,78681
20147,,972,,14654,,800,,14654,,800,,13811,,776,,843,,221,,0,,25,,5493,,638,,8600000US78702,ZCTA5 78702,48,78702
52644,,1337,,39961,,1257,,39952,,1255,,38647,,1294,,1305,,316,,9,,13,,12683,,843,,8600000US78745,ZCTA5 78745,48,78745
1188,,365,,814,,294,,814,,294,,762,,278,,52,,54,,0,,14,,374,,142,,8600000US78946,ZCTA5 78946,48,78946
13990,,498,,9102,,451,,9066,,452,,8842,,452,,224,,88,,36,,30,,4888,,467,,8600000US78374,ZCTA5 78374,48,78374
6615,,646,,3936,,563,,3919,,566,,3743,,580,,176,,109,,17,,24,,2679,,417,,8600000US78009,ZCTA5 78009,48,78009
312,,150,,104,,88,,104,,88,,104,,88,,0,,14,,0,,14,,208,,124,,8600000US78066,ZCTA5 78066,48,78066
4067,,580,,2249,,431,,2249,,431,,2096,,394,,153,,110,,0,,19,,1818,,276,,8600000US78595,ZCTA5 78595,48,78595
1128,,314,,438,,193,,438,,193,,393,,167,,45,,46,,0,,14,,690,,228,,8600000US78672,ZCTA5 78672,48,78672
28858,,1062,,19062,,977,,18391,,988,,17581,,985,,810,,244,,671,,213,,9796,,670,,8600000US78109,ZCTA5 78109,48,78109
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US78029,ZCTA5 78029,48,78029
410,,192,,173,,111,,173,,111,,163,,106,,10,,17,,0,,14,,237,,123,,8600000US78044,ZCTA5 78044,48,78044
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US78060,ZCTA5 78060,48,78060
125,,71,,79,,47,,79,,47,,79,,47,,0,,14,,0,,14,,46,,33,,8600000US78104,ZCTA5 78104,48,78104
37,,24,,37,,24,,12,,22,,12,,22,,0,,14,,25,,23,,0,,14,,8600000US78150,ZCTA5 78150,48,78150
236,,91,,121,,56,,121,,56,,115,,56,,6,,9,,0,,14,,115,,59,,8600000US78162,ZCTA5 78162,48,78162
408,,39,,408,,39,,45,,58,,45,,58,,0,,14,,363,,71,,0,,14,,8600000US78243,ZCTA5 78243,48,78243
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8600000US78335,ZCTA5 78335,48,78335
1397,,315,,746,,205,,746,,205,,696,,200,,50,,66,,0,,14,,651,,167,,8600000US78341,ZCTA5 78341,48,78341
241,,159,,140,,111,,140,,111,,101,,94,,39,,46,,0,,14,,101,,84,,8600000US78342,ZCTA5 78342,48,78342
577,,150,,469,,125,,90,,58,,90,,58,,0,,14,,379,,122,,108,,57,,8600000US78419,ZCTA5 78419,48,78419
507,,165,,283,,127,,283,,127,,263,,125,,20,,23,,0,,14,,224,,91,,8600000US78535,ZCTA5 78535,48,78535
7999,,618,,4398,,556,,4398,,556,,4150,,531,,248,,171,,0,,19,,3601,,384,,8600000US78063,ZCTA5 78063,48,78063
378,,210,,214,,137,,214,,137,,214,,137,,0,,14,,0,,14,,164,,114,,8600000US78057,ZCTA5 78057,48,78057
